id,sku,ean,name,status,site_id
49e91813-af00-4336-9f5b-7d397c63f8f4,52141627,1220229739,DRZWI,active,SITE_1
d0662bb1-e29e-42de-bb4a-5719ecf2ce1f,71746854,2317597482,RURA,active,SITE_1
98c2d34c-e892-40fd-8822-3981d0762ef5,K04596736,6113281514,RURA,active,SITE_1
717c63eb-cd5f-4e2b-a610-aaadcf8687a0,6000619621,6115195632,NIT,active,SITE_1
17f005bd-8c35-49a1-b5c0-6a0bfcc3a876,77366662,6118816142,KOREK,active,SITE_1
